,population,county_name,state_name,cumulative_confirmed,cumulative_deceased,latitude,longitude
"Bates County, Missouri",16172.0,Bates County,Missouri,36.0,1.0,38.26,-94.34
"Benton County, Missouri",19443.0,Benton County,Missouri,71.0,1.0,38.3,-93.29
"Bollinger County, Missouri",12133.0,Bollinger County,Missouri,56.0,0.0,37.32,-90.03
"Boone County, Missouri",180463.0,Boone County,Missouri,1174.0,4.0,38.948333333333004,-92.333888888889
"Buchanan County, Missouri",87364.0,Buchanan County,Missouri,1054.0,10.0,39.67,-94.81
"Butler County, Missouri",42478.0,Butler County,Missouri,236.0,2.0,36.72,-90.4
"Caldwell County, Missouri",9020.0,Caldwell County,Missouri,30.0,1.0,39.66,-93.98
"Callaway County, Missouri",44743.0,Callaway County,Missouri,118.0,1.0,38.84,-91.92
"Camden County, Missouri",46305.0,Camden County,Missouri,285.0,4.0,38.03,-92.77
"Cape Girardeau County, Missouri",78871.0,Cape Girardeau County,Missouri,594.0,3.0,37.38,-89.68
"Carroll County, Missouri",8679.0,Carroll County,Missouri,95.0,0.0,39.43,-93.5
"Carter County, Missouri",5982.0,Carter County,Missouri,18.0,1.0,36.94,-90.97
"Cass County, Missouri",105780.0,Cass County,Missouri,643.0,12.0,38.65,-94.35
"Cedar County, Missouri",14349.0,Cedar County,Missouri,34.0,0.0,37.72,-93.86
"Chariton County, Missouri",7426.0,Chariton County,Missouri,14.0,0.0,39.52,-92.96
"Christian County, Missouri",88595.0,Christian County,Missouri,278.0,1.0,36.97,-93.19
"Clark County, Missouri",6797.0,Clark County,Missouri,11.0,0.0,40.41,-91.74
"Clay County, Missouri",249948.0,Clay County,Missouri,882.0,22.0,39.31,-94.42
"Clinton County, Missouri",20387.0,Clinton County,Missouri,61.0,0.0,39.6,-94.4
"Cole County, Missouri",76745.0,Cole County,Missouri,291.0,2.0,38.51,-92.28
"Cooper County, Missouri",17709.0,Cooper County,Missouri,86.0,0.0,38.85,-92.81
"Crawford County, Missouri",23920.0,Crawford County,Missouri,47.0,0.0,37.98,-91.3
"Dade County, Missouri",7561.0,Dade County,Missouri,14.0,0.0,37.43,-93.85
"Dallas County, Missouri",16878.0,Dallas County,Missouri,47.0,1.0,37.67,-93.02
"Daviess County, Missouri",8278.0,Daviess County,Missouri,17.0,0.0,39.96,-93.99
"DeKalb County, Missouri",12547.0,DeKalb County,Missouri,32.0,1.0,39.9,-94.4
"Dent County, Missouri",15573.0,Dent County,Missouri,9.0,0.0,37.61,-91.5
"Douglas County, Missouri",13185.0,Douglas County,Missouri,68.0,2.0,36.93,-92.5
"Dunklin County, Missouri",29131.0,Dunklin County,Missouri,239.0,4.0,36.27,-90.09
"Franklin County, Missouri",103967.0,Franklin County,Missouri,509.0,18.0,38.41,-91.08
"Gasconade County, Missouri",14706.0,Gasconade County,Missouri,19.0,0.0,38.44,-91.51
"Gentry County, Missouri",6571.0,Gentry County,Missouri,79.0,9.0,40.22,-94.41
"Greene County, Missouri",293086.0,Greene County,Missouri,1229.0,11.0,37.26,-93.34
"Grundy County, Missouri",9850.0,Grundy County,Missouri,24.0,1.0,40.11,-93.57
"Harrison County, Missouri",8352.0,Harrison County,Missouri,59.0,1.0,40.35,-93.98
"Henry County, Missouri",21824.0,Henry County,Missouri,69.0,3.0,38.39,-93.79
"Hickory County, Missouri",9544.0,Hickory County,Missouri,16.0,0.0,37.94,-93.32
"Holt County, Missouri",4403.0,Holt County,Missouri,6.0,0.0,40.09,-95.21
"Howard County, Missouri",10001.0,Howard County,Missouri,43.0,0.0,39.14,-92.7
"Howell County, Missouri",40117.0,Howell County,Missouri,127.0,1.0,36.77,-91.89
"Iron County, Missouri",10125.0,Iron County,Missouri,12.0,0.0,37.55,-90.76
"Jackson County, Missouri",703011.0,Jackson County,Missouri,3320.0,57.0,39.01,-94.34
"Jasper County, Missouri",121328.0,Jasper County,Missouri,1190.0,4.0,37.2,-94.34
"Jefferson County, Missouri",225081.0,Jefferson County,Missouri,1417.0,25.0,38.26,-90.54
"Johnson County, Missouri",54062.0,Johnson County,Missouri,454.0,2.0,38.75,-93.81
"Knox County, Missouri",3959.0,Knox County,Missouri,9.0,0.0,40.12,-92.15
"Laclede County, Missouri",35723.0,Laclede County,Missouri,188.0,1.0,37.66,-92.59
"Lafayette County, Missouri",32708.0,Lafayette County,Missouri,150.0,2.0,39.06,-93.78
"Lawrence County, Missouri",38355.0,Lawrence County,Missouri,182.0,2.0,37.11,-93.83
"Lewis County, Missouri",9776.0,Lewis County,Missouri,27.0,1.0,40.09,-91.73
"Lincoln County, Missouri",59013.0,Lincoln County,Missouri,288.0,1.0,39.06,-90.96
"Linn County, Missouri",11920.0,Linn County,Missouri,30.0,1.0,39.87,-93.11
"Livingston County, Missouri",15227.0,Livingston County,Missouri,51.0,0.0,39.78,-93.55
"McDonald County, Missouri",22837.0,McDonald County,Missouri,987.0,7.0,36.62,-94.35
"Macon County, Missouri",15117.0,Macon County,Missouri,52.0,0.0,39.83,-92.56
"Madison County, Missouri",12088.0,Madison County,Missouri,17.0,0.0,37.48,-90.34
"Maries County, Missouri",8697.0,Maries County,Missouri,11.0,0.0,38.18,-91.92
"Marion County, Missouri",28530.0,Marion County,Missouri,139.0,1.0,39.81,-91.62
"Mercer County, Missouri",3617.0,Mercer County,Missouri,8.0,0.0,40.42,-93.57
"Miller County, Missouri",25619.0,Miller County,Missouri,89.0,0.0,38.22,-92.43
"Mississippi County, Missouri",13180.0,Mississippi County,Missouri,129.0,0.0,36.83,-89.29
"Moniteau County, Missouri",16132.0,Moniteau County,Missouri,111.0,2.0,38.63,-92.58
"Monroe County, Missouri",8644.0,Monroe County,Missouri,14.0,0.0,39.5,-92.0
"Montgomery County, Missouri",11551.0,Montgomery County,Missouri,33.0,0.0,38.94,-91.47
"Morgan County, Missouri",20627.0,Morgan County,Missouri,62.0,0.0,38.43,-92.89
"New Madrid County, Missouri",17076.0,New Madrid County,Missouri,171.0,1.0,36.59,-89.66
"Newton County, Missouri",58236.0,Newton County,Missouri,794.0,5.0,36.91,-94.33
"Nodaway County, Missouri",22092.0,Nodaway County,Missouri,147.0,0.0,40.36,-94.88
"Oregon County, Missouri",10529.0,Oregon County,Missouri,13.0,0.0,36.69,-91.4
"Osage County, Missouri",13615.0,Osage County,Missouri,36.0,0.0,38.46,-91.86
"Ozark County, Missouri",9174.0,Ozark County,Missouri,6.0,0.0,36.65,-92.44
"Pemiscot County, Missouri",15805.0,Pemiscot County,Missouri,199.0,8.0,36.21,-89.78
"Perry County, Missouri",19136.0,Perry County,Missouri,201.0,4.0,37.71,-89.83
"Pettis County, Missouri",42339.0,Pettis County,Missouri,405.0,4.0,38.73,-93.28
"Phelps County, Missouri",44573.0,Phelps County,Missouri,72.0,0.0,37.88,-91.79
"Pike County, Missouri",18302.0,Pike County,Missouri,68.0,1.0,39.34,-91.17
"Platte County, Missouri",104418.0,Platte County,Missouri,318.0,10.0,39.38,-94.77
"Polk County, Missouri",32149.0,Polk County,Missouri,187.0,0.0,37.62,-93.4
"Pulaski County, Missouri",52607.0,Pulaski County,Missouri,178.0,1.0,37.82,-92.21
"Putnam County, Missouri",4696.0,Putnam County,Missouri,8.0,1.0,40.48,-93.02
"Ralls County, Missouri",10309.0,Ralls County,Missouri,20.0,0.0,39.53,-91.53
"Randolph County, Missouri",24748.0,Randolph County,Missouri,52.0,1.0,39.43,-92.5
"Ray County, Missouri",23018.0,Ray County,Missouri,87.0,0.0,39.35,-93.99
"Reynolds County, Missouri",6270.0,Reynolds County,Missouri,17.0,0.0,37.36,-90.97
"Ripley County, Missouri",13288.0,Ripley County,Missouri,41.0,0.0,36.66,-90.87
"Saline County, Missouri",22761.0,Saline County,Missouri,407.0,7.0,39.14,-93.2
"Schuyler County, Missouri",4660.0,Schuyler County,Missouri,9.0,0.0,40.47,-92.52
"Scotland County, Missouri",4902.0,Scotland County,Missouri,12.0,1.0,40.45,-92.15
"Scott County, Missouri",38280.0,Scott County,Missouri,342.0,13.0,37.05,-89.57
"Shannon County, Missouri",8166.0,Shannon County,Missouri,43.0,1.0,37.16,-91.4
"Shelby County, Missouri",5930.0,Shelby County,Missouri,14.0,0.0,39.79,-92.07
"Stoddard County, Missouri",29025.0,Stoddard County,Missouri,208.0,9.0,36.86,-89.95
"Stone County, Missouri",31952.0,Stone County,Missouri,80.0,1.0,36.74,-93.47
"Sullivan County, Missouri",6089.0,Sullivan County,Missouri,134.0,0.0,40.21,-93.11
"Taney County, Missouri",55928.0,Taney County,Missouri,391.0,3.0,36.65,-93.04
"Texas County, Missouri",25398.0,Texas County,Missouri,32.0,0.0,37.32,-91.96
"Vernon County, Missouri",20563.0,Vernon County,Missouri,44.0,0.0,37.85,-94.34
"Warren County, Missouri",35649.0,Warren County,Missouri,153.0,0.0,38.77,-91.16
"Washington County, Missouri",24730.0,Washington County,Missouri,55.0,1.0,37.97,-90.88
"Wayne County, Missouri",12873.0,Wayne County,Missouri,31.0,0.0,37.11,-90.46
"Webster County, Missouri",39592.0,Webster County,Missouri,111.0,1.0,37.28,-92.87
"Worth County, Missouri",2013.0,Worth County,Missouri,8.0,0.0,40.48,-94.42
"Wright County, Missouri",18289.0,Wright County,Missouri,56.0,0.0,37.27,-92.46
"Beaverhead County, Montana",9453.0,Beaverhead County,Montana,45.0,0.0,45.12,-112.9
"Big Horn County, Montana",13319.0,Big Horn County,Montana,312.0,9.0,45.43,-107.49
"Blaine County, Montana",6681.0,Blaine County,Montana,7.0,0.0,48.44,-108.96
"Broadwater County, Montana",6237.0,Broadwater County,Montana,10.0,0.0,46.33,-111.5
"Carbon County, Montana",10725.0,Carbon County,Montana,57.0,0.0,45.23,-109.02
"Cascade County, Montana",81366.0,Cascade County,Montana,136.0,2.0,47.31,-111.35
"Chouteau County, Montana",5635.0,Chouteau County,Montana,6.0,0.0,47.88,-110.44
"Custer County, Montana",11402.0,Custer County,Montana,52.0,2.0,46.27,-105.58
"Daniels County, Montana",1690.0,Daniels County,Montana,2.0,0.0,48.79,-105.55
"Dawson County, Montana",8613.0,Dawson County,Montana,14.0,0.0,47.27,-104.9
"Deer Lodge County, Montana",9140.0,Deer Lodge County,Montana,20.0,0.0,46.12062,-112.98746
"Fallon County, Montana",2846.0,Fallon County,Montana,2.0,0.0,46.35,-104.41
"Fergus County, Montana",11050.0,Fergus County,Montana,6.0,0.0,47.26,-109.22
"Flathead County, Montana",103806.0,Flathead County,Montana,237.0,2.0,48.29,-114.02
"Gallatin County, Montana",114434.0,Gallatin County,Montana,855.0,2.0,45.56,-111.17
"Garfield County, Montana",1258.0,Garfield County,Montana,12.0,0.0,47.28,-106.99
"Glacier County, Montana",13753.0,Glacier County,Montana,53.0,1.0,48.7,-113.02
"Golden Valley County, Montana",821.0,Golden Valley County,Montana,3.0,0.0,46.38,-109.17
"Granite County, Montana",3379.0,Granite County,Montana,6.0,0.0,46.42,-113.45
"Hill County, Montana",16484.0,Hill County,Montana,40.0,0.0,48.63,-110.11
"Jefferson County, Montana",12221.0,Jefferson County,Montana,22.0,0.0,46.18,-112.11
"Judith Basin County, Montana",2007.0,Judith Basin County,Montana,3.0,0.0,47.04,-110.26
"Lake County, Montana",30458.0,Lake County,Montana,165.0,1.0,47.65,-114.09
"Lewis and Clark County, Montana",69432.0,Lewis and Clark County,Montana,122.0,1.0,47.11,-112.38
"Liberty County, Montana",2337.0,Liberty County,Montana,1.0,0.0,48.55,-111.03
"Lincoln County, Montana",19980.0,Lincoln County,Montana,68.0,2.0,48.54,-115.41
"McCone County, Montana",1664.0,McCone County,Montana,1.0,0.0,47.65,-105.8
"Madison County, Montana",8600.0,Madison County,Montana,73.0,1.0,45.3,-111.92
"Meagher County, Montana",1862.0,Meagher County,Montana,4.0,0.0,46.813,-111.21
"Missoula County, Montana",119600.0,Missoula County,Montana,253.0,1.0,47.04,-113.93
"Musselshell County, Montana",4633.0,Musselshell County,Montana,2.0,0.0,46.49,-108.4
"Park County, Montana",16606.0,Park County,Montana,47.0,0.0,45.5,-110.52
"Pondera County, Montana",5911.0,Pondera County,Montana,9.0,0.0,48.24,-112.22
"Powder River County, Montana",1682.0,Powder River County,Montana,1.0,0.0,45.38,-105.64
"Powell County, Montana",6890.0,Powell County,Montana,2.0,0.0,46.85,-112.94
"Ravalli County, Montana",43806.0,Ravalli County,Montana,65.0,1.0,46.08,-114.12
"Richland County, Montana",10803.0,Richland County,Montana,45.0,1.0,47.79,-104.56
"Roosevelt County, Montana",11004.0,Roosevelt County,Montana,17.0,0.0,48.3,-105.03
"Rosebud County, Montana",8937.0,Rosebud County,Montana,22.0,1.0,46.23,-106.72
"Sanders County, Montana",12113.0,Sanders County,Montana,9.0,0.0,47.66,-115.13
"Sheridan County, Montana",3309.0,Sheridan County,Montana,3.0,0.0,48.73,-104.5
"Silver Bow County, Montana",34915.0,Silver Bow County,Montana,61.0,0.0,45.9,-112.66
"Stillwater County, Montana",9642.0,Stillwater County,Montana,18.0,0.0,45.67,-109.39
"Sweet Grass County, Montana",3737.0,Sweet Grass County,Montana,4.0,1.0,45.81,-109.94
"Teton County, Montana",6147.0,Teton County,Montana,15.0,0.0,47.85,-112.23
"Toole County, Montana",4736.0,Toole County,Montana,31.0,6.0,48.65,-111.69
"Treasure County, Montana",696.0,Treasure County,Montana,2.0,0.0,46.2,-107.27
"Valley County, Montana",7396.0,Valley County,Montana,11.0,0.0,48.36,-106.66
"Wheatland County, Montana",2126.0,Wheatland County,Montana,3.0,0.0,46.47,-109.84
"Wibaux County, Montana",969.0,Wibaux County,Montana,1.0,0.0,46.96,-104.25
"Yellowstone County, Montana",161300.0,Yellowstone County,Montana,1022.0,26.0,45.94,-108.27
"Adams County, Nebraska",31363.0,Adams County,Nebraska,339.0,11.0,40.52,-98.5
"Antelope County, Nebraska",6298.0,Antelope County,Nebraska,18.0,1.0,42.18,-98.07
"Banner County, Nebraska",745.0,Banner County,Nebraska,2.0,0.0,41.54,-103.72
"Boone County, Nebraska",5192.0,Boone County,Nebraska,7.0,0.0,41.7,-98.06
"Box Butte County, Nebraska",10783.0,Box Butte County,Nebraska,10.0,0.0,42.21,-103.08
"Boyd County, Nebraska",1919.0,Boyd County,Nebraska,1.0,0.0,42.9,-98.77
"Buffalo County, Nebraska",49659.0,Buffalo County,Nebraska,329.0,1.0,40.86,-99.07
"Burt County, Nebraska",6459.0,Burt County,Nebraska,19.0,0.0,41.85,-96.32
"Butler County, Nebraska",8016.0,Butler County,Nebraska,56.0,0.0,41.22,-97.13
"Cass County, Nebraska",26248.0,Cass County,Nebraska,154.0,1.0,40.91,-96.14
"Cedar County, Nebraska",8402.0,Cedar County,Nebraska,21.0,0.0,42.6,-97.25
"Chase County, Nebraska",3924.0,Chase County,Nebraska,6.0,0.0,40.53,-101.69
"Cherry County, Nebraska",5689.0,Cherry County,Nebraska,4.0,0.0,42.54,-101.12
"Cheyenne County, Nebraska",8910.0,Cheyenne County,Nebraska,26.0,0.0,41.22,-102.99
"Clay County, Nebraska",6203.0,Clay County,Nebraska,47.0,0.0,40.52,-98.05
"Colfax County, Nebraska",10709.0,Colfax County,Nebraska,692.0,4.0,41.58,-97.09
"Cuming County, Nebraska",8846.0,Cuming County,Nebraska,57.0,0.0,41.92,-96.79
"Custer County, Nebraska",10777.0,Custer County,Nebraska,43.0,4.0,41.39,-99.73
"Dakota County, Nebraska",20026.0,Dakota County,Nebraska,1901.0,42.0,42.39,-96.56
"Dawes County, Nebraska",8589.0,Dawes County,Nebraska,8.0,0.0,42.71,-103.14
"Dawson County, Nebraska",23595.0,Dawson County,Nebraska,942.0,9.0,40.87,-99.81
"Deuel County, Nebraska",1794.0,Deuel County,Nebraska,1.0,0.0,41.11,-102.33
"Dixon County, Nebraska",5636.0,Dixon County,Nebraska,56.0,2.0,42.5,-96.87
"Dodge County, Nebraska",36565.0,Dodge County,Nebraska,755.0,8.0,41.58,-96.65
"Douglas County, Nebraska",571327.0,Douglas County,Nebraska,10255.0,134.0,41.3,-96.15
"Dundy County, Nebraska",1693.0,Dundy County,Nebraska,1.0,0.0,40.18,-101.69
"Fillmore County, Nebraska",5462.0,Fillmore County,Nebraska,22.0,1.0,40.52,-97.6
"Franklin County, Nebraska",2979.0,Franklin County,Nebraska,9.0,0.0,40.18,-98.95
"Frontier County, Nebraska",2627.0,Frontier County,Nebraska,3.0,0.0,40.53,-100.39
"Furnas County, Nebraska",4676.0,Furnas County,Nebraska,15.0,1.0,40.17,-99.91
"Gage County, Nebraska",21513.0,Gage County,Nebraska,81.0,4.0,40.27,-96.69
"Garden County, Nebraska",1837.0,Garden County,Nebraska,4.0,0.0,41.62,-102.34
"Garfield County, Nebraska",1969.0,Garfield County,Nebraska,3.0,0.0,41.89,-98.98
"Gosper County, Nebraska",1990.0,Gosper County,Nebraska,15.0,0.0,40.5,-99.82
"Greeley County, Nebraska",2356.0,Greeley County,Nebraska,8.0,0.0,41.56,-98.52
"Hall County, Nebraska",61353.0,Hall County,Nebraska,1724.0,45.0,40.87,-98.5
"Hamilton County, Nebraska",9324.0,Hamilton County,Nebraska,96.0,13.0,40.88,-98.02
"Harlan County, Nebraska",3380.0,Harlan County,Nebraska,1.0,0.0,40.17,-99.4
"Hitchcock County, Nebraska",2762.0,Hitchcock County,Nebraska,1.0,0.0,40.18,-101.04
"Holt County, Nebraska",10067.0,Holt County,Nebraska,7.0,0.0,42.46,-98.78
"Hooker County, Nebraska",682.0,Hooker County,Nebraska,4.0,0.0,41.89,-101.14
"Howard County, Nebraska",6445.0,Howard County,Nebraska,55.0,4.0,41.22,-98.52
"Jefferson County, Nebraska",7046.0,Jefferson County,Nebraska,14.0,0.0,40.17,-97.15
"Johnson County, Nebraska",5071.0,Johnson County,Nebraska,11.0,0.0,40.4,-96.27
"Kearney County, Nebraska",6495.0,Kearney County,Nebraska,28.0,0.0,40.51,-98.95
"Keith County, Nebraska",8034.0,Keith County,Nebraska,18.0,0.0,41.2,-101.66
"Kimball County, Nebraska",3632.0,Kimball County,Nebraska,15.0,0.0,41.2,-103.71
"Knox County, Nebraska",8332.0,Knox County,Nebraska,29.0,0.0,42.63,-97.88
"Lancaster County, Nebraska",319090.0,Lancaster County,Nebraska,3028.0,15.0,40.78,-96.69
"Lincoln County, Nebraska",34914.0,Lincoln County,Nebraska,95.0,2.0,41.05,-100.75
"McPherson County, Nebraska",494.0,McPherson County,Nebraska,4.0,0.0,41.57,-101.06
"Madison County, Nebraska",35099.0,Madison County,Nebraska,428.0,6.0,41.92,-97.6
"Merrick County, Nebraska",7755.0,Merrick County,Nebraska,47.0,0.0,41.17,-98.03
"Morrill County, Nebraska",4642.0,Morrill County,Nebraska,58.0,0.0,41.69,-103.01
"Nance County, Nebraska",3519.0,Nance County,Nebraska,8.0,0.0,41.39,-97.99
"Nemaha County, Nebraska",6972.0,Nemaha County,Nebraska,19.0,0.0,40.39,-95.85
"Nuckolls County, Nebraska",4148.0,Nuckolls County,Nebraska,5.0,0.0,40.18,-98.05
"Otoe County, Nebraska",16012.0,Otoe County,Nebraska,42.0,0.0,40.6762,-95.8617
"Pawnee County, Nebraska",2613.0,Pawnee County,Nebraska,7.0,0.0,40.13,-96.24
"Perkins County, Nebraska",2891.0,Perkins County,Nebraska,15.0,1.0,40.84,-101.66
"Phelps County, Nebraska",9034.0,Phelps County,Nebraska,34.0,0.0,40.51,-99.41
"Pierce County, Nebraska",7148.0,Pierce County,Nebraska,17.0,0.0,42.27,-97.61
"Platte County, Nebraska",33470.0,Platte County,Nebraska,766.0,3.0,41.57,-97.53
"Polk County, Nebraska",5213.0,Polk County,Nebraska,24.0,0.0,41.19,-97.57
"Red Willow County, Nebraska",10724.0,Red Willow County,Nebraska,15.0,0.0,40.18,-100.48
"Richardson County, Nebraska",7865.0,Richardson County,Nebraska,20.0,1.0,40.12,-95.72
"Rock County, Nebraska",1357.0,Rock County,Nebraska,2.0,0.0,42.42,-99.45
"Saline County, Nebraska",14224.0,Saline County,Nebraska,581.0,2.0,40.53,-97.14
"Sarpy County, Nebraska",187196.0,Sarpy County,Nebraska,1978.0,9.0,41.11,-96.11
"Saunders County, Nebraska",21578.0,Saunders County,Nebraska,128.0,2.0,41.23,-96.63
"Scotts Bluff County, Nebraska",35618.0,Scotts Bluff County,Nebraska,284.0,6.0,41.85,-103.71
"Seward County, Nebraska",17284.0,Seward County,Nebraska,94.0,1.0,40.87,-97.14
"Sheridan County, Nebraska",5246.0,Sheridan County,Nebraska,9.0,0.0,42.5,-102.43
"Sherman County, Nebraska",3001.0,Sherman County,Nebraska,7.0,0.0,41.22,-98.97
"Sioux County, Nebraska",1166.0,Sioux County,Nebraska,5.0,0.0,42.48,-103.77
"Stanton County, Nebraska",5920.0,Stanton County,Nebraska,26.0,0.0,41.92,-97.19
"Thayer County, Nebraska",5003.0,Thayer County,Nebraska,25.0,0.0,40.18,-97.59
"Thomas County, Nebraska",722.0,Thomas County,Nebraska,1.0,0.0,41.92,-100.58
"Thurston County, Nebraska",7224.0,Thurston County,Nebraska,200.0,4.0,42.16,-96.55
"Valley County, Nebraska",4158.0,Valley County,Nebraska,10.0,0.0,41.57,-98.98
"Washington County, Nebraska",20729.0,Washington County,Nebraska,101.0,1.0,41.53,-96.22
"Wayne County, Nebraska",9385.0,Wayne County,Nebraska,35.0,0.0,42.21,-97.12
"Webster County, Nebraska",3487.0,Webster County,Nebraska,9.0,0.0,40.18,-98.5
"York County, Nebraska",13679.0,York County,Nebraska,69.0,0.0,40.87,-97.6
"Churchill County, Nevada",24909.0,Churchill County,Nevada,49.0,1.0,39.6,-118.34
"Clark County, Nevada",2266715.0,Clark County,Nevada,41245.0,687.0,36.2,-115.02
"Douglas County, Nevada",48905.0,Douglas County,Nevada,162.0,0.0,38.92,-119.61
"Elko County, Nevada",52778.0,Elko County,Nevada,462.0,2.0,41.13,-115.35
"Eureka County, Nevada",2029.0,Eureka County,Nevada,2.0,0.0,39.98,-116.27
"Humboldt County, Nevada",16831.0,Humboldt County,Nevada,96.0,4.0,41.41,-118.12
"Lander County, Nevada",5532.0,Lander County,Nevada,49.0,1.0,39.95,-117.03
"Lincoln County, Nevada",5183.0,Lincoln County,Nevada,3.0,0.0,37.64,-114.88
"Lyon County, Nevada",57510.0,Lyon County,Nevada,194.0,5.0,39.01,-119.19
"Mineral County, Nevada",4505.0,Mineral County,Nevada,11.0,0.0,38.54,-118.43
"Nye County, Nevada",46523.0,Nye County,Nevada,348.0,9.0,38.05,-116.45
"Pershing County, Nevada",6725.0,Pershing County,Nevada,13.0,0.0,40.45,-118.4
"Storey County, Nevada",4123.0,Storey County,Nevada,4.0,0.0,39.45,-119.53
"Washoe County, Nevada",471519.0,Washoe County,Nevada,5186.0,114.0,40.63,-119.68
"White Pine County, Nevada",9580.0,White Pine County,Nevada,13.0,1.0,39.44,-114.9
"Carson City, Nevada",55916.0,Carson City,Nevada,305.0,7.0,39.160833333333,-119.75388888889
"Belknap County, New Hampshire",61303.0,Belknap County,New Hampshire,104.0,4.0,43.515202,-71.436073
"Carroll County, New Hampshire",48910.0,Carroll County,New Hampshire,86.0,1.0,43.822605,-71.181587
"Cheshire County, New Hampshire",76085.0,Cheshire County,New Hampshire,85.0,2.0,42.9118,-72.242081
"Coos County, New Hampshire",31563.0,Coos County,New Hampshire,16.0,0.0,44.613773,-71.339943
"Grafton County, New Hampshire",89886.0,Grafton County,New Hampshire,103.0,1.0,43.896069,-71.89463
"Hillsborough County, New Hampshire",417025.0,Hillsborough County,New Hampshire,3743.0,277.0,42.895584,-71.582741
"Merrimack County, New Hampshire",151391.0,Merrimack County,New Hampshire,457.0,21.0,43.27770200000001,-71.637253
"Rockingham County, New Hampshire",309769.0,Rockingham County,New Hampshire,1624.0,95.0,42.962872,-71.077621
"Strafford County, New Hampshire",130633.0,Strafford County,New Hampshire,325.0,13.0,43.25828900000001,-70.976105
"Sullivan County, New Hampshire",43146.0,Sullivan County,New Hampshire,39.0,1.0,43.344208,-72.24733
"Atlantic County, New Jersey",263670.0,Atlantic County,New Jersey,3379.0,250.0,39.47,-74.64
"Bergen County, New Jersey",932202.0,Bergen County,New Jersey,20727.0,2040.0,40.96,-74.07
"Burlington County, New Jersey",445349.0,Burlington County,New Jersey,5821.0,469.0,39.88,-74.67
"Camden County, New Jersey",506471.0,Camden County,New Jersey,8356.0,573.0,39.8,-74.96
"Cape May County, New Jersey",92039.0,Cape May County,New Jersey,811.0,86.0,39.08,-74.86
"Cumberland County, New Jersey",149527.0,Cumberland County,New Jersey,3228.0,157.0,39.33,-75.13
"Essex County, New Jersey",798975.0,Essex County,New Jersey,19731.0,2102.0,40.79,-74.25
"Gloucester County, New Jersey",291636.0,Gloucester County,New Jersey,3066.0,207.0,39.71,-75.14
"Hudson County, New Jersey",672391.0,Hudson County,New Jersey,19647.0,1500.0,40.73,-74.08
"Hunterdon County, New Jersey",124371.0,Hunterdon County,New Jersey,1186.0,126.0,40.57,-74.92
"Mercer County, New Jersey",367430.0,Mercer County,New Jersey,8061.0,614.0,40.28,-74.7
"Middlesex County, New Jersey",825062.0,Middlesex County,New Jersey,17879.0,1404.0,40.44,-74.41
"Monmouth County, New Jersey",618795.0,Monmouth County,New Jersey,10157.0,858.0,40.29,-74.15
"Morris County, New Jersey",491845.0,Morris County,New Jersey,7287.0,828.0,40.87,-74.55
"Ocean County, New Jersey",607186.0,Ocean County,New Jersey,10482.0,1014.0,39.87,-74.25
"Passaic County, New Jersey",501826.0,Passaic County,New Jersey,17580.0,1242.0,41.03,-74.3
"Salem County, New Jersey",62385.0,Salem County,New Jersey,870.0,83.0,39.58,-75.36
"Somerset County, New Jersey",328934.0,Somerset County,New Jersey,5250.0,554.0,40.56,-74.61
"Sussex County, New Jersey",140488.0,Sussex County,New Jersey,1332.0,195.0,41.14,-74.69
"Union County, New Jersey",556341.0,Union County,New Jersey,16694.0,1347.0,40.65,-74.29
"Warren County, New Jersey",105267.0,Warren County,New Jersey,1343.0,170.0,40.9,-75.0
"Bernalillo County, New Mexico",679121.0,Bernalillo County,New Mexico,4735.0,120.0,35.05,-106.67
"Catron County, New Mexico",3527.0,Catron County,New Mexico,4.0,1.0,33.92,-108.42
"Chaves County, New Mexico",64615.0,Chaves County,New Mexico,334.0,5.0,33.36,-104.47
"Cibola County, New Mexico",26675.0,Cibola County,New Mexico,601.0,17.0,34.92,-107.99
"Colfax County, New Mexico",11941.0,Colfax County,New Mexico,13.0,1.0,36.61,-104.64
"Curry County, New Mexico",48954.0,Curry County,New Mexico,453.0,2.0,34.57,-103.35
"Doña Ana County, New Mexico",218195.0,Doña Ana County,New Mexico,2182.0,21.0,32.312222,-106.778333
"Eddy County, New Mexico",58460.0,Eddy County,New Mexico,242.0,3.0,32.47,-104.3
"Grant County, New Mexico",26998.0,Grant County,New Mexico,66.0,2.0,32.73,-108.38
"Guadalupe County, New Mexico",4300.0,Guadalupe County,New Mexico,31.0,0.0,34.86,-104.78
"Harding County, New Mexico",625.0,Harding County,New Mexico,1.0,0.0,35.86,-103.82
"Hidalgo County, New Mexico",4198.0,Hidalgo County,New Mexico,85.0,0.0,31.92,-108.71
"Lea County, New Mexico",71070.0,Lea County,New Mexico,609.0,3.0,32.8,-103.42
"Lincoln County, New Mexico",19572.0,Lincoln County,New Mexico,97.0,1.0,33.74,-105.46
"Los Alamos County, New Mexico",19369.0,Los Alamos County,New Mexico,20.0,0.0,35.87,-106.31
"Luna County, New Mexico",23709.0,Luna County,New Mexico,223.0,3.0,32.18,-107.75
"McKinley County, New Mexico",71367.0,McKinley County,New Mexico,3988.0,219.0,35.58,-108.26
"Mora County, New Mexico",4521.0,Mora County,New Mexico,6.0,0.0,36.02,-104.94
"Otero County, New Mexico",67490.0,Otero County,New Mexico,1078.0,10.0,32.62,-105.73
